TERM,TERM_DESCR,INSTITUTION,SUBJECT,CATALOG_NBR,CLASS_SECTION,COMPONENT_MAIN,DESCR,INSTRUCTOR NAME,UM_JOBCODE_GROUP,JOBCODE,JOBCODE_DESCR,COMPLETED HEADCOUNT,TOTAL HEADCOUNT,A_COUNT,B_COUNT,C_COUNT,D_COUNT,S_COUNT,P_COUNT,N_COUNT,F_COUNT,W_COUNT
1189,Fall 2018,UMNTC,GER,1003,004,DIS,Intermediate German,"Taets,Yana",AP,9754,Teaching Specialist,24,24,10,8,3,1,2,,,,
1189,Fall 2018,UMNTC,GER,1003,006,DIS,Intermediate German,"Taets,Yana",AP,9754,Teaching Specialist,15,15,6,6,2,,1,,,,
1189,Fall 2018,UMNTC,GER,1004,001,DIS,Intermediate German,"Steinhagen,Virginia I",AP,9770,Senior Lecturer,16,16,6,4,2,,2,,,2,
1189,Fall 2018,UMNTC,GER,1004,005,DIS,Intermediate German,"Sime,DeeAnn Renae",AP,9771,Senior Teaching Specialist,11,12,4,4,2,,1,,,,1
1189,Fall 2018,UMNTC,GER,1004,004,DIS,Intermediate German,"Ianeva-Lockney,Arsena",AP,9770,Senior Lecturer,26,26,19,3,,,2,,2,,
1189,Fall 2018,UMNTC,GER,1004,002,DIS,Intermediate German,"Baker,Eric",AP,9753,Lecturer,11,11,4,4,1,,,,2,,
1189,Fall 2018,UMNTC,GER,1004,003,DIS,Intermediate German,"Baker,Eric",AP,9753,Lecturer,21,21,15,2,1,,3,,,,
1189,Fall 2018,UMNTC,GER,1022,001,DIS,Beg German Review,"Peterson,Jennifer J",AP,9771,Senior Teaching Specialist,19,19,11,7,1,,,,,,
1189,Fall 2018,UMNTC,GER,1022,002,DIS,Beg German Review,"Peterson,Jennifer J",AP,9771,Senior Teaching Specialist,22,22,8,10,1,1,2,,,,
1189,Fall 2018,UMNTC,GER,3011W,002,DIS,Conversation & Comp,"Steinhagen,Virginia I",AP,9770,Senior Lecturer,18,19,10,7,1,,,,,,1
1189,Fall 2018,UMNTC,GER,3014,001,DIS,German Media,"Oosterhoff,Jenneke",AP,9770,Senior Lecturer,9,10,8,1,,,,,,,1
1189,Fall 2018,UMNTC,GER,3104W,001,DIS,Rdg & Anlys Ger Lit,"Melin,Charlotte Ann",FA,9401,Professor,23,23,18,4,1,,,,,,
1189,Fall 2018,UMNTC,GER,3520,001,DIS,Topics in Austrian Culture,"Morris,Leslie C",FA,9401,Professor,12,12,11,1,,,,,,,
1189,Fall 2018,UMNTC,GER,3604W,001,LEC,Intro Ger Cinema,"Mc Cormick,Rick",FA,9401,Professor,24,26,19,2,,,3,,,,2
1189,Fall 2018,UMNTC,GER,3610,001,DIS,German Lit in Translation,"Rothe,Matthias",FA,9402,Associate Professor,10,11,9,1,,,,,,,1
1189,Fall 2018,UMNTC,GER,3610,001,DIS,German Lit in Translation,"Fabbri,Lorenzo",FA,9403,Assistant Professor,10,11,9,1,,,,,,,1
1189,Fall 2018,UMNTC,GER,3641,001,LEC,German Folklore,"Liberman,Anatoly",FA,9401,Professor,59,61,29,19,,,6,,,5,2
1189,Fall 2018,UMNTC,GER,3701,001,DIS,Hist of German Lang,"Hoptman,Ari E",AP,9770,Senior Lecturer,15,15,8,5,2,,,,,,
1189,Fall 2018,UMNTC,GER,5011,001,DIS,"Adv Comp, Conversation","Ianeva-Lockney,Arsena",AP,9770,Senior Lecturer,11,11,10,,,,1,,,,
1189,Fall 2018,UMNTC,GIS,5571,001,LEC,ArcGIS I,"Lindberg,Mark B",AP,9742S2,Research Project Specialist 2,23,23,19,4,,,,,,,
1189,Fall 2018,UMNTC,GLOS,1015W,001,LEC,Globalization,"Arnett,Jessica",AP,9753,Lecturer,51,52,25,23,3,,,,,,1
1189,Fall 2018,UMNTC,GLOS,3105,001,LEC,Ways of Knowing Global Studies,"Goldman,Michael R",FA,9402,Associate Professor,26,26,24,1,,,,,,1,
1189,Fall 2018,UMNTC,GLOS,3144,001,LEC,Knowledge and Power,"McLean,Stuart J",FA,9401,Professor,132,135,61,63,4,,,,,4,3
1189,Fall 2018,UMNTC,GLOS,3231,001,LEC,Geography of the World Economy,"Gidwani,Vinay Krishin",FA,9401,Professor,23,24,6,8,6,,2,,,1,1
1189,Fall 2018,UMNTC,GLOS,3303,001,LEC,Envt Development in 3rd World,"Samatar,Abdi Ismail",FA,9401,Professor,14,14,8,3,,,,,,3,
1189,Fall 2018,UMNTC,GLOS,3401W,001,LEC,International Human Rights Law,"Frey,Barbara A",AP,9770,Senior Lecturer,28,29,10,14,3,,,,,1,1
1189,Fall 2018,UMNTC,GLOS,3602,001,LEC,Other Worlds,"Viestenz,William R",FA,9402,Associate Professor,22,22,17,3,,,,,,2,
1189,Fall 2018,UMNTC,GLOS,3613W,001,LEC,The Politics of Eating,"Schurman,Rachel",FA,9401,Professor,20,21,16,3,1,,,,,,1
1189,Fall 2018,UMNTC,GLOS,3701W,001,LEC,World Population,"Grace,Kathryn L",FA,9402,Associate Professor,12,12,5,6,,,,,,1,
1189,Fall 2018,UMNTC,GLOS,3900,001,LEC,Topics: Global Studies,"Abdel Salam,Hassan",FA,9403,Assistant Professor,14,14,13,,,,,,,1,
1189,Fall 2018,UMNTC,GLOS,3981W,001,LEC,Major Project,"Dadras,Danielle M",AP,9708,Academic Advisor,10,10,9,,,,,,,1,
1189,Fall 2018,UMNTC,GLOS,4221,001,LEC,Globalize This!,"Goldman,Michael R",FA,9402,Associate Professor,11,14,9,2,,,,,,,3
1189,Fall 2018,UMNTC,GRAD,5102,001,LEC,Prep Univ Tchg NN Eng Spkrs,"Beers,Barbara Lee",AP,9745S3,Education Program Spec 3,18,19,,,,,18,,,,1
1189,Fall 2018,UMNTC,GRAD,5102,001,LEC,Prep Univ Tchg NN Eng Spkrs,"Stetsenko,Elena V.",AP,9745S3,Education Program Spec 3,18,19,,,,,18,,,,1
1189,Fall 2018,UMNTC,GRAD,8101,003,LEC,Teaching in Higher Education,"Wingert,Deborah Ann",AP,9745S4,Education Program Spec 4,18,18,15,2,,,1,,,,
1189,Fall 2018,UMNTC,GRAD,8101,001,LEC,Teaching in Higher Education,"Gonzalez,Anita",AP,9745S4,Education Program Spec 4,26,26,22,,,,4,,,,
1189,Fall 2018,UMNTC,GRAD,8101,002,LEC,Teaching in Higher Education,"Baepler,Paul Michel",AP,9742R6,Researcher 6,26,26,21,1,,,4,,,,
1189,Fall 2018,UMNTC,GRAD,8200,001,LEC,Teaching/Learning in Higher Ed,"Rozaitis,Bill",AP,9745S4,Education Program Spec 4,15,15,14,1,,,,,,,
1189,Fall 2018,UMNTC,GSD,3511W,001,LEC,German & Europ Culture to 1700,"Parente Jr,James Andrew",FA,9401,Professor,25,26,16,7,,1,1,,,,1
1189,Fall 2018,UMNTC,GWSS,1006,001,LEC,"Skin, Sex, and Genes","Aizura,Aren Zachary",FA,9403,Assistant Professor,89,92,50,24,8,4,1,,,2,3
1189,Fall 2018,UMNTC,GWSS,3002W,001,DIS,"Gender, Race, & Class in U.S.","Torres PhD,Eden E.",FA,9402,Associate Professor,29,29,27,2,,,,,,,
1189,Fall 2018,UMNTC,GWSS,3102V,001,LEC,Hon Feminist Thought & Theory,"Garvey,Michelle Jenneman",AP,9753,Lecturer,14,15,11,3,,,,,,,1
1189,Fall 2018,UMNTC,GWSS,3102W,001,LEC,Feminist Thought and Theory,"Garvey,Michelle Jenneman",AP,9753,Lecturer,66,70,20,27,15,1,,,,3,4
1189,Fall 2018,UMNTC,GWSS,3306,001,DIS,Pop Culture Women,"Hartman,Elizabeth N",AP,9753,Lecturer,63,66,46,6,,1,8,,,2,3
1189,Fall 2018,UMNTC,GWSS,4103,001,DIS,Transnational Feminist Theorie,"Shakhsari,Sima",FA,9403,Assistant Professor,12,12,8,4,,,,,,,
1189,Fall 2018,UMNTC,HEBR,1001,001,LEC,Beginning Hebrew I,"Schneller,Renana Segal",AP,9770,Senior Lecturer,17,17,10,3,2,,1,,,1,
1189,Fall 2018,UMNTC,HINF,5430,002,LEC,Fndn Health Informatics I,"Pieczkiewicz PhD,David Sean",FA,9402,Associate Professor,88,89,73,9,6,,,,,,1
1189,Fall 2018,UMNTC,HINF,5502,001,LEC,Python Prog Esntls Health Sci,"Rosenthal,James Edward",FA,9403A,Adjunct Assistant Professor,26,28,,,,,26,,,,2
1189,Fall 2018,UMNTC,HIST,1011W,001,LEC,Civilization & the Environment,"Gallia,Andrew B",FA,9402,Associate Professor,194,202,112,46,7,4,17,,3,5,8
1189,Fall 2018,UMNTC,HIST,1011W,001,LEC,Civilization & the Environment,"Pehlivan,Zozan",FA,9403,Assistant Professor,194,202,112,46,7,4,17,,3,5,8
1189,Fall 2018,UMNTC,HIST,1015W,001,LEC,Globalization,"Arnett,Jessica",AP,9753,Lecturer,30,30,12,18,,,,,,,
1189,Fall 2018,UMNTC,HIST,1032W,001,LEC,"Europe and the World, II","Schroeter,Daniel J",FA,9401,Professor,84,85,40,35,4,1,3,,,1,1
1189,Fall 2018,UMNTC,HIST,1301W,001,LEC,American Hist to 1865,"Hacker,J. David",FA,9402,Associate Professor,167,172,77,59,2,,24,,,5,5
1189,Fall 2018,UMNTC,HIST,1411W,001,LEC,Family History,"Maynes,Mary Jo",FA,9401,Professor,63,65,42,18,1,,2,,,,2
1189,Fall 2018,UMNTC,HIST,1411W,001,LEC,Family History,"Waltner,Ann Beth",FA,9401,Professor,63,65,42,18,1,,2,,,,2
1189,Fall 2018,UMNTC,HIST,1435,001,LEC,Comparative Global History,"Irving,Elisabeth R",AP,9754,Teaching Specialist,18,18,8,7,3,,,,,,
1189,Fall 2018,UMNTC,HIST,1435,002,LEC,Comparative Global History,"Irving,Elisabeth R",AP,9754,Teaching Specialist,16,18,7,7,1,,,,,1,2
1189,Fall 2018,UMNTC,HIST,1915,001,DIS,Black Death: Plague in History,"Reyerson,Kathryn L",FA,9401,Professor,17,18,12,4,,,,,,1,1
1189,Fall 2018,UMNTC,HIST,1917,001,DIS,Inequality & American Dream,"Jones,William P",FA,9401,Professor,17,19,6,11,,,,,,,2
1189,Fall 2018,UMNTC,HIST,3020,001,LEC,Hands-On History,"Waltner,Ann Beth",FA,9401,Professor,20,20,17,3,,,,,,,
1189,Fall 2018,UMNTC,HIST,3020,003,LEC,Hands-On History,"May,Elaine Tyler",FA,9410,Regents Professor,20,20,5,14,,,,,,1,
1189,Fall 2018,UMNTC,HIST,3020,002,LEC,Hands-On History,"Blumenthal,Susanna Lynn",FA,9401,Professor,17,20,11,6,,,,,,,3
1189,Fall 2018,UMNTC,HIST,3022,001,DIS,The 1960s: A Decade of Change,"Lindquist,Malinda A",FA,9402,Associate Professor,14,16,5,8,,,,,,1,2
1189,Fall 2018,UMNTC,HIST,3051,001,LEC,Ancient Civ: Near East & Egypt,"von Dassow,Eva",FA,9402,Associate Professor,19,23,3,9,4,1,,,,2,4
1189,Fall 2018,UMNTC,HIST,3061,001,LEC,Spectacles in Antiquity,"Gallia,Andrew B",FA,9402,Associate Professor,22,23,5,15,2,,,,,,1
1189,Fall 2018,UMNTC,HIST,3067W,001,LEC,Arch. of Prehistoric Europe,"Wells,Peter S",FA,9401,Professor,33,37,8,14,3,1,3,,,4,4
1189,Fall 2018,UMNTC,HIST,3101,001,LEC,Intro to Med Hist,"Bachrach,Bernard S",FA,9401,Professor,36,42,6,20,9,1,,,,,6
1189,Fall 2018,UMNTC,HIST,3211,001,LEC,History of Sexuality in Europe,"Clark,Anna Kirsten",FA,9401,Professor,38,38,18,14,3,,,,,3,
1189,Fall 2018,UMNTC,HIST,3244,001,LEC,Eastern Europe,"Tchoukarine,Igor",AP,9745S1,Education Program Spec 1,44,45,21,17,2,,2,,,2,1
1189,Fall 2018,UMNTC,HIST,3245,001,LEC,"Epidemics, Empire, & Envirnmnt","Olson,Rachel Lee",AP,9770,Senior Lecturer,23,23,19,4,,,,,,,
1189,Fall 2018,UMNTC,HIST,3245,001,LEC,"Epidemics, Empire, & Envirnmnt","Ford,James Thomas",AP,9770,Senior Lecturer,23,23,19,4,,,,,,,
1189,Fall 2018,UMNTC,HIST,3245,001,LEC,"Epidemics, Empire, & Envirnmnt","Barnett,Jessie A",AP,9770,Senior Lecturer,23,23,19,4,,,,,,,
1189,Fall 2018,UMNTC,HIST,3264,001,LEC,Imperial Russia,"Stavrou,Theofanis G",FA,9401,Professor,17,17,5,10,2,,,,,,
1189,Fall 2018,UMNTC,HIST,3401W,001,LEC,Early Latin America to 1825,"Chambers,Sarah C",FA,9401,Professor,23,24,6,13,4,,,,,,1
1189,Fall 2018,UMNTC,HIST,3411W,001,LEC,Family History,"Maynes,Mary Jo",FA,9401,Professor,19,19,14,3,,,2,,,,
1189,Fall 2018,UMNTC,HIST,3411W,001,LEC,Family History,"Waltner,Ann Beth",FA,9401,Professor,19,19,14,3,,,2,,,,
1189,Fall 2018,UMNTC,HIST,3412,001,LEC,Soccer: Around the World,"Lower,Michael",FA,9402,Associate Professor,117,118,84,23,1,,9,,,,1
1189,Fall 2018,UMNTC,HIST,3413,090,LEC,War in History,"Bachrach,Bernard S",FA,9401,Professor,37,40,16,10,6,,1,,,4,3
1189,Fall 2018,UMNTC,HIST,3423,001,LEC,Central American Revolutions,"McNamara,Patrick J",FA,9402,Associate Professor,23,23,12,7,1,,1,,,2,
1189,Fall 2018,UMNTC,HIST,3432,001,LEC,Modern Africa,"Isaacman,Allen F",FA,9410,Regents Professor,29,30,14,12,3,,,,,,1
1189,Fall 2018,UMNTC,HIST,3461,004,LEC,Intro to E. Asia I,"Wang,Liping",FA,9402,Associate Professor,34,34,22,6,,,2,,1,3,
1189,Fall 2018,UMNTC,HIST,3468,001,LEC,Soc Change in China,"Wang,Liping",FA,9402,Associate Professor,17,19,7,9,1,,,,,,2
1189,Fall 2018,UMNTC,HIST,3504,001,LEC,The Cultures of the Silk Road,"Bashiri,Iraj",FA,9401,Professor,17,19,6,9,1,,,,,1,2
1189,Fall 2018,UMNTC,HIST,3505,001,LEC,Modern Middle East,"Hakim,Carol",FA,9402,Associate Professor,37,38,17,17,3,,,,,,1
1189,Fall 2018,UMNTC,HIST,3512,001,LEC,Hist of Mod Israel/Palestine,"Schroeter,Daniel J",FA,9401,Professor,19,20,6,11,1,,1,,,,1
1189,Fall 2018,UMNTC,HIST,3606,001,LEC,"Christians, Muslims, and Jews","Lower,Michael",FA,9402,Associate Professor,40,43,23,11,3,,3,,,,3
1189,Fall 2018,UMNTC,HIST,3613,001,LEC,History of the Crusades,"Reyerson,Kathryn L",FA,9401,Professor,27,28,15,12,,,,,,,1
1189,Fall 2018,UMNTC,HIST,3637,090,LEC,Modern Russia,"Stavrou,Theofanis G",FA,9401,Professor,15,16,3,5,7,,,,,,1
1189,Fall 2018,UMNTC,HIST,3652,001,LEC,Early Modern Britain,"Watkins,John",FA,9401,Professor,31,32,19,11,,,,,,1,1
1189,Fall 2018,UMNTC,HIST,3811,001,LEC,Jacksonian America,"Hacker,J. David",FA,9402,Associate Professor,32,33,25,6,,,1,,,,1
1189,Fall 2018,UMNTC,HIST,3822,001,LEC,Making America Modern,"Lindquist,Malinda A",FA,9402,Associate Professor,24,30,17,5,1,,,,,1,6
1189,Fall 2018,UMNTC,HIST,3872,001,LEC,Indians since 1830,"O'Brien,Jean Maria",FA,9401,Professor,20,24,7,7,5,,1,,,,4
1189,Fall 2018,UMNTC,HIST,4010W,002,LEC,Research Seminar,"McNamara,Patrick J",FA,9402,Associate Professor,14,15,10,4,,,,,,,1
1189,Fall 2018,UMNTC,HIST,4010W,001,LEC,Research Seminar,"LORCIN,PATRICIA M.E.",FA,9401,Professor,16,17,8,7,1,,,,,,1
1189,Fall 2018,UMNTC,HMED,3001W,001,LEC," Health, Disease, and Healing","Shackelford,Jole Richard",FA,9403,Assistant Professor,41,42,7,30,2,,1,,,1,1
1189,Fall 2018,UMNTC,HMED,3075,001,LEC,Technology & Med in Mod Amer,"Luepke,Laura Evans",FA,9403,Assistant Professor,66,71,28,25,7,,3,,,3,5
1189,Fall 2018,UMNTC,HMED,4965W,001,LEC,Sr Research in Medical History,"Kernahan,Peter",AP,9753,Lecturer,19,19,10,8,1,,,,,,
1189,Fall 2018,UMNTC,HMNG,1011,001,LEC,Beginning Hmong I,"Vang,Bee",AP,9771,Senior Teaching Specialist,19,20,12,3,2,,1,,,1,1
1189,Fall 2018,UMNTC,HMNG,1011,050,LEC,Beginning Hmong I,"Yang,Kia",AP,9754,Teaching Specialist,13,13,6,3,3,1,,,,,
1189,Fall 2018,UMNTC,HMNG,1015,050,LEC,Accelerated Beginning Hmong,"Vang,Bee",AP,9771,Senior Teaching Specialist,22,22,15,6,,,1,,,,
1189,Fall 2018,UMNTC,HMNG,3021,050,LEC,Intermediate Hmong I,"Yang,Kia",AP,9754,Teaching Specialist,10,10,6,2,1,,1,,,,
1189,Fall 2018,UMNTC,HNDI,1011,001,LEC,Beginning Hindi I,"Ahmed,Meraj",AP,9754,Teaching Specialist,18,19,18,,,,,,,,1
1189,Fall 2018,UMNTC,HORT,1001,001,LEC,Plant Propagation,"Smith,Alan G",FA,9401,Professor,95,99,22,33,23,3,8,,1,5,4
1189,Fall 2018,UMNTC,HORT,1013,003,LEC,Floral Design,"Anderson,Neil O.",FA,9401,Professor,35,35,9,10,2,1,7,,,6,
1189,Fall 2018,UMNTC,HORT,1015,001,LEC,Woody & Herb Plts,"Kianian,Penny May Avoles",AP,9742R6,Researcher 6,50,53,21,12,11,3,,,,3,3
1189,Fall 2018,UMNTC,HORT,1015,001,LEC,Woody & Herb Plts,"Hokanson,Stan C",FA,9401,Professor,50,53,21,12,11,3,,,,3,3
1189,Fall 2018,UMNTC,HORT,1031,001,LEC,Vines and Wines Intro,"Luby,James Joseph",FA,9401,Professor,73,76,23,11,,,37,,2,,3
1189,Fall 2018,UMNTC,HORT,1061,301,LEC,The Sustainable Lawn,"Watkins,Eric",FA,9401,Professor,16,20,2,6,2,1,2,,,3,4
1189,Fall 2018,UMNTC,HORT,1901,001,LEC,The Ten Plants that Changed MN,"Meyer,Mary Hockenberry",FA,9401,Professor,23,24,10,10,2,,,,,1,1
1189,Fall 2018,UMNTC,HORT,2100,001,LEC,Agricultural Biochemistry,"Hegeman,Adrian D",FA,9401,Professor,47,47,19,15,9,1,,,,3,
1189,Fall 2018,UMNTC,HORT,3480,001,LEC,Topics in Sust Horticulture,"Erwin,John E",FA,9401,Professor,16,16,7,4,3,1,1,,,,
1189,Fall 2018,UMNTC,HORT,4061W,001,LEC,Turfgrass Management,"Watkins,Eric",FA,9401,Professor,11,11,4,4,1,1,,,,1,
1189,Fall 2018,UMNTC,HORT,4096W,001,FWK,Prof Exp Program: Internship,"Rogers,Mary Anne",FA,9403,Assistant Professor,15,15,9,4,2,,,,,,
1189,Fall 2018,UMNTC,HORT,4461,001,LEC,Horticultural Marketing,"Yue,Chengyan",FA,9401,Professor,13,13,12,1,,,,,,,
1189,Fall 2018,UMNTC,HP,3021,001,LEC,Patient Care Techniques,"King,Vanessa Lea",,,,25,26,23,2,,,,,,,1
1189,Fall 2018,UMNTC,HP,3021,001,LEC,Patient Care Techniques,"Miller,Sally Jean",,,,25,26,23,2,,,,,,,1
1189,Fall 2018,UMNTC,HP,3021,001,LEC,Patient Care Techniques,"Urban,Annette",,,,25,26,23,2,,,,,,,1
1189,Fall 2018,UMNTC,HRIR,3021,001,LEC,Human Resource Mgmt & Ind Rel,"Bourgerie,Larry David",AP,9770,Senior Lecturer,89,89,34,40,14,,,,,1,
1189,Fall 2018,UMNTC,HRIR,3021,002,LEC,Human Resource Mgmt & Ind Rel,"Bourgerie,Larry David",AP,9770,Senior Lecturer,90,90,55,29,5,,,,,1,
1189,Fall 2018,UMNTC,HRIR,3021,020,LEC,Human Resource Mgmt & Ind Rel,"Bourgerie,Larry David",AP,9770,Senior Lecturer,48,49,19,22,6,,,,,1,1
1189,Fall 2018,UMNTC,HRIR,3021,003,LEC,Human Resource Mgmt & Ind Rel,"Simon,Amy",AP,9770,Senior Lecturer,89,89,47,40,2,,,,,,
1189,Fall 2018,UMNTC,HRIR,3021,021,LEC,Human Resource Mgmt & Ind Rel,"Simon,Amy",AP,9770,Senior Lecturer,67,67,25,41,1,,,,,,
1189,Fall 2018,UMNTC,HRIR,5252,060,LEC,Emp and Labor Law for HRIR,"O'Toole,Carol Ann Berg",AP,9770I,Senior Lecturer,31,32,12,16,3,,,,,,1
1189,Fall 2018,UMNTC,HRIR,5442,060,LEC,Employee Performance Mgmt,"Bourgerie,Larry David",AP,9770,Senior Lecturer,36,37,25,10,1,,,,,,1
1189,Fall 2018,UMNTC,HRIR,5443,070,LEC,Principles of Coaching,"Benraouane,Sid Ahmed",AP,9770,Senior Lecturer,34,35,32,1,1,,,,,,1
1189,Fall 2018,UMNTC,HRIR,5655,060,LEC,Public Policies on Work-Pay,"Kleiner,Morris M",FA,9401,Professor,10,11,7,3,,,,,,,1
1189,Fall 2018,UMNTC,HRIR,6001,001,LEC,Business Principles for HRIR,"Ben-Ner,Avner",FA,9401,Professor,58,59,44,14,,,,,,,1
1189,Fall 2018,UMNTC,HRIR,6111,001,LEC,Using Data and Metrics in HRIR,"Sojourner,Aaron",FA,9402,Associate Professor,61,62,47,13,1,,,,,,1
1189,Fall 2018,UMNTC,HRIR,6301,001,LEC,"Staffing, Training, & Dev","Kammeyer-Mueller,John Daniel",FA,9401,Professor,62,63,24,35,3,,,,,,1
1189,Fall 2018,UMNTC,HRIR,6302,060,LEC,Staffing Selection,"Tubre,Travis",AP,9770I,Senior Lecturer,39,39,27,12,,,,,,,
1189,Fall 2018,UMNTC,HRIR,6303,060,LEC,Employee Training,"Tubre,Travis",AP,9770I,Senior Lecturer,26,27,19,7,,,,,,,1
1189,Fall 2018,UMNTC,HRIR,6465,050,LEC,Leadership Development,"Campbell,Elizabeth",FA,9403,Assistant Professor,38,38,27,11,,,,,,,
1189,Fall 2018,UMNTC,HRIR,6465,051,LEC,Leadership Development,"Campbell,Elizabeth",FA,9403,Assistant Professor,35,35,32,3,,,,,,,
1189,Fall 2018,UMNTC,HRIR,6484,070,LEC,Management of Groups,"Benraouane,Sid Ahmed",AP,9770,Senior Lecturer,18,18,16,1,1,,,,,,
1189,Fall 2018,UMNTC,HRIR,6503,060,LEC,Employer-Sponsored Benefits,"Leone,Robert",AP,9770I,Senior Lecturer,29,29,22,7,,,,,,,
1189,Fall 2018,UMNTC,HRIR,6801,090,LEC,"Strategy, Execution and Ethics","Doepner-Hove,Stacy",AP,9764S2,Student Services Prgm Spec 2,32,32,27,5,,,,,,,
1189,Fall 2018,UMNTC,HSCI,1555,001,DIS,UMN Cabinet of Curiosities,"Kohlstedt,Sally Gregory",FA,9401,Professor,17,17,9,7,1,,,,,,
1189,Fall 2018,UMNTC,HSCI,1714,001,LEC,Stone to Steam Engines,"Thomas,Mary Margaret",LR,1885,Executive Ofc and Admin Spec,26,26,11,8,1,,5,,,1,
1189,Fall 2018,UMNTC,HSCI,1714,002,LEC,Stone to Steam Engines,"Thomas,Mary Margaret",LR,1885,Executive Ofc and Admin Spec,70,75,28,22,3,1,11,,1,4,5
1189,Fall 2018,UMNTC,HSCI,1715,001,LEC,Mdrn Tech: Waterwheels to Web,"Alexander,Jennifer Karns",FA,9402,Associate Professor,108,115,34,53,12,1,7,,,1,7
1189,Fall 2018,UMNTC,HSCI,1814,001,LEC,Hist Sci to Newton,"Boantza,Victor Dan",FA,9402,Associate Professor,63,64,21,30,3,1,6,,,2,1
1189,Fall 2018,UMNTC,HSCI,1955,001,DIS,Einstein's Universe,"Janssen,Michel",FA,9401,Professor,20,22,19,1,,,,,,,2
1189,Fall 2018,UMNTC,HSCI,3211,001,LEC,History of Biology,"Borrello,Mark E",FA,9402,Associate Professor,20,21,11,8,,,1,,,,1
1189,Fall 2018,UMNTC,HSCI,3244,001,LEC,Nature's History,"Jones,Susan D.",FA,9401,Professor,73,74,40,24,4,,1,,,4,1
1189,Fall 2018,UMNTC,HSCI,3401,001,LEC,Ethics in Science/Technology,"Gardner,Robert",FA,9403,Assistant Professor,56,56,37,12,2,,4,,,1,
1189,Fall 2018,UMNTC,HSCI,3715,001,LEC,Mdrn Tech: Waterwheels to Web,"Alexander,Jennifer Karns",FA,9402,Associate Professor,11,12,3,6,1,,,,,1,1
1189,Fall 2018,UMNTC,HSCI,4321,001,LEC,Hist of Computing,"Barry,Phillip",AP,9770,Senior Lecturer,18,18,9,9,,,,,,,
1189,Fall 2018,UMNTC,HSEM,2043H,001,DIS,"Corporate Advocacy, Engagement","O'Connor,Amy Schafer",FA,9403,Assistant Professor,16,16,15,1,,,,,,,
1189,Fall 2018,UMNTC,HSEM,2624H,001,DIS,Survey: Human Predicament,"Hagens,Nathan J",FA,9402A,Adjunct Associate Professor,21,22,21,,,,,,,,1
1189,Fall 2018,UMNTC,HSEM,2719V,001,DIS,Incarceration and Health,"Shlafer,Rebecca J",FA,9403,Assistant Professor,21,22,17,2,2,,,,,,1
1189,Fall 2018,UMNTC,HSEM,2722H,001,DIS,Human Disease & Environment,"Nho,Richard Seonghun",FA,9403,Assistant Professor,11,11,10,1,,,,,,,
1189,Fall 2018,UMNTC,HSEM,2801H,001,DIS,Think Like a Lawyer,"Ha'Eri,Bobak F T",FA,9404A,Adjunct Instructor,25,25,24,,1,,,,,,
1189,Fall 2018,UMNTC,HSEM,3075H,001,DIS,Humans & Rights-Historical,"Chambers,Sarah C",FA,9401,Professor,15,15,14,1,,,,,,,
1189,Fall 2018,UMNTC,HSEM,3076V,001,DIS,Children and Cinema,"Lovejoy,Alice Osborne",FA,9402,Associate Professor,14,14,12,2,,,,,,,
1189,Fall 2018,UMNTC,HSEM,3511H,001,DIS,Applied Democracy,"Tadmor,Ellad B",FA,9401,Professor,17,17,15,2,,,,,,,
1189,Fall 2018,UMNTC,HSEM,3715H,001,DIS,Medical Ethics in Research,"Elliott,Carl",FA,9401,Professor,18,18,13,5,,,,,,,
1189,Fall 2018,UMNTC,HSEM,3953H,001,DIS,History and Science of Eating,"Deutsch,Tracey A",FA,9402,Associate Professor,14,14,12,1,1,,,,,,
1189,Fall 2018,UMNTC,HSEM,3953H,001,DIS,History and Science of Eating,"Mann,Traci Lynn",FA,9401,Professor,14,14,12,1,1,,,,,,
1189,Fall 2018,UMNTC,HSG,3462,001,LEC,Housing & Community Dev.,"Bruin,Marilyn J",FA,9401,Professor,12,13,12,,,,,,,,1
1189,Fall 2018,UMNTC,HSM,3051,301,LEC,Career Skills in Health Srvcs,"Hamling,Monica Lynn",AP,9754,Teaching Specialist,32,34,25,3,2,,,,,2,2
1189,Fall 2018,UMNTC,HSM,3051,101,LEC,Career Skills in Health Srvcs,"Doherty,Susan R",AP,9754,Teaching Specialist,25,25,22,2,1,,,,,,
1189,Fall 2018,UMNTC,HSM,3521,301,LEC,Health Care Delivery Systems,"Bonar,Robert Isaac",AP,9754,Teaching Specialist,32,33,25,6,,1,,,,,1
1189,Fall 2018,UMNTC,HSM,3521,101,LEC,Health Care Delivery Systems,"Sullivan,Melanie",AP,9754,Teaching Specialist,69,69,55,9,4,1,,,,,
1189,Fall 2018,UMNTC,HSM,3521,101,LEC,Health Care Delivery Systems,"McDonough,William Joseph",AP,9754,Teaching Specialist,69,69,55,9,4,1,,,,,
1189,Fall 2018,UMNTC,HSM,4301,101,LEC,HC Quality Patient Safety,"Daniels,Tania Lynn",AP,9754,Teaching Specialist,49,49,42,4,,1,,,,2,
1189,Fall 2018,UMNTC,HSM,4531,101,LEC,HR in Health Care Settings,"Moschkau,Donald Richard",AP,9754,Teaching Specialist,60,64,41,12,4,1,,,,2,4
