TERM,TERM_DESCR,INSTITUTION,SUBJECT,CATALOG_NBR,CLASS_SECTION,COMPONENT_MAIN,DESCR,INSTRUCTOR NAME,UM_JOBCODE_GROUP,JOBCODE,JOBCODE_DESCR,COMPLETED HEADCOUNT,TOTAL HEADCOUNT,A_COUNT,B_COUNT,C_COUNT,D_COUNT,S_COUNT,P_COUNT,N_COUNT,F_COUNT,W_COUNT
1189,Fall 2018,UMNTC,AMIN,3301,002,LEC,American Indian Philosophies,"Ghebregzi,Alex Anthony",AP,9754,Teaching Specialist,17,19,5,12,,,,,,,2
1189,Fall 2018,UMNTC,AMIN,3312,001,LEC,AmIn Envl Issues/Perspectives,"Diaz,Vicente Miguel",FA,9402,Associate Professor,19,20,18,,,,1,,,,1
1189,Fall 2018,UMNTC,AMIN,3402,001,LEC,Am In and the Cinema,"Meland,Carter",AP,9770,Senior Lecturer,22,23,8,11,2,1,,,,,1
1189,Fall 2018,UMNTC,AMST,1401,001,LEC,Comparative Gender/Sexuality,"Fajardo,Kale Bantigue",FA,9402,Associate Professor,33,35,31,,,,2,,,,2
1189,Fall 2018,UMNTC,AMST,1911,001,DIS,Asian Americans and Food,"Manalansan,Martin Fajardo",FA,9402,Associate Professor,20,20,18,2,,,,,,,
1189,Fall 2018,UMNTC,AMST,2011,001,LEC,U. S. since September 11th,"Munoz,Lorena",FA,9403,Assistant Professor,207,215,153,23,7,2,15,,1,6,8
1189,Fall 2018,UMNTC,AMST,2031,001,LEC,Chasing the American Dream,"Pierce,Jennifer L",FA,9401,Professor,30,32,13,6,6,,4,,,1,2
1189,Fall 2018,UMNTC,AMST,3253W,002,DIS,Pop cult & politics,"Williamson,Terrion LaShon",FA,9403,Assistant Professor,31,31,23,7,,,1,,,,
1189,Fall 2018,UMNTC,AMST,3253W,003,DIS,Pop cult & politics,"Williamson,Terrion LaShon",FA,9403,Assistant Professor,28,29,23,3,,,2,,,,1
1189,Fall 2018,UMNTC,AMST,3253W,004,DIS,Pop cult & politics,"Williamson,Terrion LaShon",FA,9403,Assistant Professor,28,29,16,8,1,1,,,,2,1
1189,Fall 2018,UMNTC,AMST,3253W,005,DIS,Pop cult & politics,"Williamson,Terrion LaShon",FA,9403,Assistant Professor,22,22,15,3,1,,2,,,1,
1189,Fall 2018,UMNTC,AMST,4101,001,LEC,"Gender,  Politics","Hartman,Elizabeth N",AP,9753,Lecturer,27,27,22,1,1,,1,,,2,
1189,Fall 2018,UMNTC,ANAT,3001,001,LEC,Human Anatomy,"Cook,Mark S.",FA,9403,Assistant Professor,334,353,121,118,71,10,,,,14,19
1189,Fall 2018,UMNTC,ANAT,6050,001,LEC,Gross Anatomy,"Cook,Mark S.",FA,9403,Assistant Professor,110,110,61,37,8,,,,,4,
1189,Fall 2018,UMNTC,ANSC,1001,001,LEC,Orientation to Animal Science,"Palmer PhD,Melissa L",FA,9403T,Teaching Assistant Professor,23,23,22,1,,,,,,,
1189,Fall 2018,UMNTC,ANSC,1001,003,DIS,Orientation to Animal Science,"Palmer PhD,Melissa L",FA,9403T,Teaching Assistant Professor,15,15,13,1,,,,,,1,
1189,Fall 2018,UMNTC,ANSC,1001,005,DIS,Orientation to Animal Science,"Palmer PhD,Melissa L",FA,9403T,Teaching Assistant Professor,12,12,7,3,,,,,,2,
1189,Fall 2018,UMNTC,ANSC,1001,007,DIS,Orientation to Animal Science,"Palmer PhD,Melissa L",FA,9403T,Teaching Assistant Professor,24,24,21,1,1,,,,,1,
1189,Fall 2018,UMNTC,ANSC,1011,001,LEC,Animals and Society,"Ventura,Beth",FA,9403T,Teaching Assistant Professor,290,298,194,57,14,3,17,,2,3,8
1189,Fall 2018,UMNTC,ANSC,1101,002,LAB,Introductory Animal Science,"Seykora,Anthony James",FA,9401,Professor,31,32,13,9,7,,,,,2,1
1189,Fall 2018,UMNTC,ANSC,1101,004,LAB,Introductory Animal Science,"Seykora,Anthony James",FA,9401,Professor,34,36,12,12,7,,,,,3,2
1189,Fall 2018,UMNTC,ANSC,1101,005,LAB,Introductory Animal Science,"Seykora,Anthony James",FA,9401,Professor,35,36,21,6,7,,,,,1,1
1189,Fall 2018,UMNTC,ANSC,1511,001,LEC,Food An Products for Consumers,"Rozeboom,Kyle James",AP,9770,Senior Lecturer,25,25,11,11,3,,,,,,
1189,Fall 2018,UMNTC,ANSC,1701,001,LEC,Historical Influence of Horse,"Hathaway,Marcia",FA,9401,Professor,194,200,126,15,3,3,42,,4,1,6
1189,Fall 2018,UMNTC,ANSC,2055,001,LEC,Horse Management,"Martinson,Krishona Lynn",FA,9402,Associate Professor,59,62,39,13,2,2,2,,,1,3
1189,Fall 2018,UMNTC,ANSC,2056,001,LAB,Horse Mgmt Practicum,"Martinson,Krishona Lynn",FA,9402,Associate Professor,14,14,13,1,,,,,,,
1189,Fall 2018,UMNTC,ANSC,2401,001,LEC,Animal Nutrition,"Raeth,Mary",FA,9403T,Teaching Assistant Professor,119,125,32,56,28,3,,,,,6
1189,Fall 2018,UMNTC,ANSC,2401,001,LEC,Animal Nutrition,"Stern,Marshall D",FA,9401,Professor,119,125,32,56,28,3,,,,,6
1189,Fall 2018,UMNTC,ANSC,3011,001,LEC,Statistics for Animal Science,"Raeth,Mary",FA,9403T,Teaching Assistant Professor,41,42,13,16,11,,,,,1,1
1189,Fall 2018,UMNTC,ANSC,3221,001,LEC,Animal Breeding,"Seykora,Anthony James",FA,9401,Professor,94,99,39,22,32,,,,,1,5
1189,Fall 2018,UMNTC,ANSC,3301,001,LEC,Human and Animal Physiology,"Palmer PhD,Melissa L",FA,9403T,Teaching Assistant Professor,87,89,46,28,10,,,,,3,2
1189,Fall 2018,UMNTC,ANSC,3403,001,LEC,Comp Anim Hot Button Issues,"Stern,Marshall D",FA,9401,Professor,19,20,16,3,,,,,,,1
1189,Fall 2018,UMNTC,ANSC,4603,001,LEC,Beef Production Systems Mgmt,"DiCostanzo,Alfredo",FA,9401,Professor,12,12,10,2,,,,,,,
1189,Fall 2018,UMNTC,ANSC,8510,001,LEC,Grad Seminar,"Stern,Marshall D",FA,9401,Professor,28,28,10,,,,18,,,,
1189,Fall 2018,UMNTC,ANTH,1001,020,LEC,Human Evolution,"Garrett,Niki",AP,9753,Lecturer,48,49,13,14,3,5,12,,,1,1
1189,Fall 2018,UMNTC,ANTH,1001,001,LEC,Human Evolution,"McNulty,Kieran P",FA,9401,Professor,357,371,75,158,74,9,25,,3,13,14
1189,Fall 2018,UMNTC,ANTH,1003W,001,LEC,Understanding Cultures,"Ho,Karen",FA,9402,Associate Professor,160,169,120,23,8,4,3,,1,1,9
1189,Fall 2018,UMNTC,ANTH,1003W,010,LEC,Understanding Cultures,"Bria,Rebecca Elizabeth",AP,9753I,Lecturer,45,51,19,8,9,1,3,,,5,6
1189,Fall 2018,UMNTC,ANTH,1003W,001,LEC,Understanding Cultures,"Ghani,Aisha",FA,9403,Assistant Professor,160,169,120,23,8,4,3,,1,1,9
1189,Fall 2018,UMNTC,ANTH,1914W,001,DIS,American Cinema & Roots Music,"Raheja,Gloria Goodwin",FA,9401,Professor,17,18,12,4,1,,,,,,1
1189,Fall 2018,UMNTC,ANTH,1917,001,DIS,Inequality & American Dream,"Ho,Karen",FA,9402,Associate Professor,20,20,19,1,,,,,,,
1189,Fall 2018,UMNTC,ANTH,3001,001,LEC,Intro  Archaeology,"Monnier,Gilliane F",FA,9402,Associate Professor,41,42,13,16,10,,,,,2,1
1189,Fall 2018,UMNTC,ANTH,3003,001,LEC,Cultural Anth,"Raheja,Gloria Goodwin",FA,9401,Professor,36,46,24,11,,,,,,1,10
1189,Fall 2018,UMNTC,ANTH,3005W,001,LEC,"Language, Culture and Power","Valentine,David",FA,9402,Associate Professor,73,76,52,12,3,,3,,,3,3
1189,Fall 2018,UMNTC,ANTH,3021W,001,LEC,Anthropology: The Middle East,"Coral,Deniz",,,,22,24,15,6,1,,,,,,2
1189,Fall 2018,UMNTC,ANTH,3021W,001,LEC,Anthropology: The Middle East,"Hakyemez,Serra Makbule",FA,9403,Assistant Professor,22,24,15,6,1,,,,,,2
1189,Fall 2018,UMNTC,ANTH,3027W,001,LEC,Arch. of Prehistoric Europe,"Wells,Peter S",FA,9401,Professor,29,32,10,9,2,2,2,,,4,3
1189,Fall 2018,UMNTC,ANTH,3242W,001,LEC,NonWestern Peoples in Movies,"Lipset,David M",FA,9401,Professor,21,21,11,8,,,,,1,1,
1189,Fall 2018,UMNTC,ANTH,3401,001,LAB,Human Fossil Record,"Armstrong,Aaron J",AP,9753,Lecturer,16,16,6,8,1,,,,,1,
1189,Fall 2018,UMNTC,ANTH,3501,001,LEC,Managing Museum Collections,"Edling,Matt John",AP,9742ZA,Research Professional 4 No Ent,13,13,12,1,,,,,,,
1189,Fall 2018,UMNTC,ANTH,3501,001,LEC,Managing Museum Collections,"Iverson,Charlie",AP,9754,Teaching Specialist,13,13,12,1,,,,,,,
1189,Fall 2018,UMNTC,ANTH,4025,001,LEC,Ethnogrphc Classics,"Song,Hoon",FA,9402,Associate Professor,11,11,6,5,,,,,,,
1189,Fall 2018,UMNTC,ANTH,4035,001,FWK,Ethnog Rsrch Methds,"Durban,Erin Leigh",FA,9403,Assistant Professor,12,13,6,4,,2,,,,,1
1189,Fall 2018,UMNTC,ANTH,4047,001,LEC,Anth of Amer Culture,"Valentine,David",FA,9402,Associate Professor,17,17,7,7,2,,,,,1,
1189,Fall 2018,UMNTC,ANTH,4077,001,LEC,Neanderthals,"Armstrong,Aaron J",AP,9753,Lecturer,13,13,10,1,1,,,,,1,
1189,Fall 2018,UMNTC,ANTH,4329,001,LEC,Primate Behavior,"Wilson,Michael Lawrence",FA,9402,Associate Professor,10,11,,8,1,,,,,1,1
1189,Fall 2018,UMNTC,ANTH,5221,001,LEC,Anthropology Material Culture,"Tostevin,Gilbert B",FA,9402,Associate Professor,13,13,8,3,1,,,,,1,
1189,Fall 2018,UMNTC,ANTH,5402,001,LAB,Zooarchaeology Laboratory,"Tappen,Martha",FA,9402,Associate Professor,12,12,7,3,1,1,,,,,
1189,Fall 2018,UMNTC,ANTH,5403,001,LAB,Quantitative Methods,"McNulty,Kieran P",FA,9401,Professor,10,15,4,4,,,2,,,,5
1189,Fall 2018,UMNTC,ANTH,8810,001,LEC,Sociocultural Anthropology,"Song,Hoon",FA,9402,Associate Professor,11,11,7,,,,,,4,,
1189,Fall 2018,UMNTC,APEC,1001,001,LEC,Orientation to Applied Econ,"Homans,Frances Reed",FA,9401,Professor,33,34,30,3,,,,,,,1
1189,Fall 2018,UMNTC,APEC,1001,001,LEC,Orientation to Applied Econ,"Smith,Amy Rae",FA,9403,Assistant Professor,33,34,30,3,,,,,,,1
1189,Fall 2018,UMNTC,APEC,1101,001,LEC,Principles of Microeconomics,"Okediji,Tade O",FA,9402,Associate Professor,158,170,65,66,21,1,2,,,3,12
1189,Fall 2018,UMNTC,APEC,1101,005,DIS,Principles of Microeconomics,"Okediji,Tade O",FA,9402,Associate Professor,33,33,12,14,6,1,,,,,
1189,Fall 2018,UMNTC,APEC,1101H,001,LEC,Honors: Principles Microecon,"Liu,Donald J.",FA,9401,Professor,23,23,14,8,1,,,,,,
1189,Fall 2018,UMNTC,APEC,1101H,003,DIS,Honors: Principles Microecon,"Liu,Donald J.",FA,9401,Professor,26,26,18,8,,,,,,,
1189,Fall 2018,UMNTC,APEC,1251,001,LEC,Principles of Accounting,"Cooper,Gary M",AP,9707,Senior Academic Advisor,73,73,31,24,14,3,,,,1,
1189,Fall 2018,UMNTC,APEC,1905,001,LEC,The Ordinary Business of Life,"Cooper,Gary M",AP,9707,Senior Academic Advisor,20,20,14,6,,,,,,,
1189,Fall 2018,UMNTC,APEC,3001,001,LEC,"Ap Micro:Consumers, Prod & Mkt","Kerwin,Jason T",FA,9403,Assistant Professor,65,67,32,23,9,1,,,,,2
1189,Fall 2018,UMNTC,APEC,3002,001,LEC,Appl Micro: Managerial Econ,"Apland,Jeffrey",FA,9401,Professor,55,56,19,27,6,,,,,3,1
1189,Fall 2018,UMNTC,APEC,3006,001,LEC,Appl Macro: Government & Econ,"Mc Cullough,Gerard John",FA,9402,Associate Professor,47,49,12,29,6,,,,,,2
1189,Fall 2018,UMNTC,APEC,3071,001,LEC,Microecon of Int'l Development,"Bellemare,Marc",FA,9402,Associate Professor,35,38,8,22,4,,,,,1,3
1189,Fall 2018,UMNTC,APEC,3202,001,LEC,Intro to the Food System,"Peterson,Hikaru Hanawa",FA,9401,Professor,53,53,21,31,1,,,,,,
1189,Fall 2018,UMNTC,APEC,3411,001,LEC,Commodity Marketing,"Usset,Edward Charles",AP,9621,Extension Professor,42,43,16,18,7,,,,,1,1
1189,Fall 2018,UMNTC,APEC,3501,001,LEC,Agribusiness Finance,"Bozic,Marin",FA,9403,Assistant Professor,41,45,20,13,8,,,,,,4
1189,Fall 2018,UMNTC,APEC,3551,001,FWK,Value-Added Entrepreneurship,"Stamp,Jeffrey Allen",FA,9404,Instructor,38,40,6,20,7,2,,,,3,2
1189,Fall 2018,UMNTC,APEC,3811,001,LEC,Principles of Farm Management,"Boland,Michael Aloysius",FA,9401,Professor,31,31,11,14,6,,,,,,
1189,Fall 2018,UMNTC,APEC,3841,001,LEC,Agricultural Co-ops & Mutuals,"Boland,Michael Aloysius",FA,9401,Professor,32,32,11,20,1,,,,,,
1189,Fall 2018,UMNTC,APEC,4451W,001,LEC,Food Marketing Economics,"Peterson,Hikaru Hanawa",FA,9401,Professor,16,16,8,6,2,,,,,,
1189,Fall 2018,UMNTC,APEC,5031,001,LEC,Economic Data Analysis,"Miller,Steve",FA,9403,Assistant Professor,12,12,9,3,,,,,,,
1189,Fall 2018,UMNTC,APEC,8001,001,LEC,Consumer Choice,"Glewwe,Paul W",FA,9401,Professor,21,21,13,8,,,,,,,
1189,Fall 2018,UMNTC,APEC,8002,001,LEC,Production and Uncertainty,"Hurley,Terry",FA,9401,Professor,21,21,15,6,,,,,,,
1189,Fall 2018,UMNTC,APEC,8211,001,LEC,Econometric Analysis I,"Mc Cullough,Gerard John",FA,9402,Associate Professor,28,30,20,8,,,,,,,2
1189,Fall 2018,UMNTC,APEC,8211,001,LEC,Econometric Analysis I,"Glewwe,Paul W",FA,9401,Professor,28,30,20,8,,,,,,,2
1189,Fall 2018,UMNTC,APEC,8221,001,DIS,Programming for Econometrics,"Miller,Steve",FA,9403,Assistant Professor,18,19,17,,,,1,,,,1
1189,Fall 2018,UMNTC,APEC,8222,001,DIS,Big Data Methods in Economics,"Miller,Steve",FA,9403,Assistant Professor,18,18,16,,,,1,,1,,
1189,Fall 2018,UMNTC,APEC,8901,001,LEC,Graduate Seminar: MS & PhD,"Homans,Frances Reed",FA,9401,Professor,15,17,,,,,15,,,,2
1189,Fall 2018,UMNTC,APEC,8903,001,LEC,PhD Qualifying Paper Seminar I,"Bellemare,Marc",FA,9402,Associate Professor,16,17,,,,,16,,,,1
1189,Fall 2018,UMNTC,APS,8001,101,DIS,Intro to Research Bio Sciences,"Reinders,Anke",AP,9753,Lecturer,14,14,11,1,,,,,,2,
1189,Fall 2018,UMNTC,ARAB,1101,003,LEC,Beginning Arabic I,"El Helw,Rasha Mohamed",AP,9754,Teaching Specialist,22,22,9,6,2,,2,,,3,
1189,Fall 2018,UMNTC,ARAB,1101,005,LEC,Beginning Arabic I,"Elsherbiny,Hossam Aly Ibrahim",AP,9753,Lecturer,17,18,11,4,1,,1,,,,1
1189,Fall 2018,UMNTC,ARAB,1101,001,LEC,Beginning Arabic I,"Hussein,Mohammed Adel Abdrabou",AP,9754,Teaching Specialist,18,19,10,5,,2,1,,,,1
1189,Fall 2018,UMNTC,ARAB,1101,002,LEC,Beginning Arabic I,"Hussein,Mohammed Adel Abdrabou",AP,9754,Teaching Specialist,17,18,11,5,1,,,,,,1
1189,Fall 2018,UMNTC,ARAB,1101,004,LEC,Beginning Arabic I,"Hussein,Mohammed Adel Abdrabou",AP,9754,Teaching Specialist,19,19,10,5,3,,,,,1,
1189,Fall 2018,UMNTC,ARAB,3101,001,LEC,Intermediate Arabic I,"El Helw,Rasha Mohamed",AP,9754,Teaching Specialist,22,22,8,6,5,3,,,,,
1189,Fall 2018,UMNTC,ARAB,3101,002,LEC,Intermediate Arabic I,"El Helw,Rasha Mohamed",AP,9754,Teaching Specialist,21,21,12,5,2,2,,,,,
1189,Fall 2018,UMNTC,ARAB,3101,003,LEC,Intermediate Arabic I,"Elsherbiny,Hossam Aly Ibrahim",AP,9753,Lecturer,12,13,7,2,2,1,,,,,1
1189,Fall 2018,UMNTC,ARAB,3811,001,LEC,Egyptian Colloquial Arabic I,"Elsherbiny,Hossam Aly Ibrahim",AP,9753,Lecturer,13,14,11,2,,,,,,,1
1189,Fall 2018,UMNTC,ARCH,1281,001,LEC,Design Fundamentals I,"Christenson,Mike",FA,9401,Professor,208,214,119,72,12,2,,,,3,6
1189,Fall 2018,UMNTC,ARCH,2301,002,LAB,Intro Arch Drawing,"Piotrowski,Andrzej",FA,9401,Professor,23,25,7,14,2,,,,,,2
1189,Fall 2018,UMNTC,ARCH,2301,004,LAB,Intro Arch Drawing,"Greene III,John Patrick",FA,9404A,Adjunct Instructor,25,25,4,17,3,1,,,,,
1189,Fall 2018,UMNTC,ARCH,2301,001,LAB,Intro Arch Drawing,"Dalsin,Molly Christine",FA,9404A,Adjunct Instructor,22,25,6,11,5,,,,,,3
1189,Fall 2018,UMNTC,ARCH,2301,003,LAB,Intro Arch Drawing,"Powers,Sara M",FA,9404A,Adjunct Instructor,23,24,4,15,4,,,,,,1
1189,Fall 2018,UMNTC,ARCH,2301,006,LAB,Intro Arch Drawing,"Stark,Christina Elyse",FA,9404A,Adjunct Instructor,23,23,2,18,3,,,,,,
1189,Fall 2018,UMNTC,ARCH,2301,005,LAB,Intro Arch Drawing,"Van Gessel,Amy Joann",FA,9404A,Adjunct Instructor,22,23,5,12,4,,,,,1,1
1189,Fall 2018,UMNTC,ARCH,3212,001,LEC,BDA: Analytical Modeling,"Tambornino,Mark Edward",FA,9403A,Adjunct Assistant Professor,18,18,4,13,1,,,,,,
1189,Fall 2018,UMNTC,ARCH,3222,001,LEC,BDA: Box Problem,"Groenke,Kevin John",AA,9342M2,Education Program Manager 2,13,14,1,12,,,,,,,1
1189,Fall 2018,UMNTC,ARCH,3222,001,LEC,BDA: Box Problem,"Kennedy,Nicole Marie",CS,8463P1,Student Services Prof 1,13,14,1,12,,,,,,,1
1189,Fall 2018,UMNTC,ARCH,3222,001,LEC,BDA: Box Problem,"Rhoades,Todd James",FA,9402A,Adjunct Associate Professor,13,14,1,12,,,,,,,1
1189,Fall 2018,UMNTC,ARCH,3250,005,LEC,Design Workshop,"Bjornberg,Michael Jame",FA,9403A,Adjunct Assistant Professor,10,10,4,3,2,,,,,1,
1189,Fall 2018,UMNTC,ARCH,3250,001,LEC,Design Workshop,"Olson,Matthew Jon",FA,9404A,Adjunct Instructor,15,16,6,6,3,,,,,,1
1189,Fall 2018,UMNTC,ARCH,3250,004,LEC,Design Workshop,"Guzowski,Mary M",FA,9401,Professor,17,18,9,8,,,,,,,1
1189,Fall 2018,UMNTC,ARCH,3250,007,LEC,Design Workshop,"Guzowski,Mary M",FA,9401,Professor,18,19,14,4,,,,,,,1
1189,Fall 2018,UMNTC,ARCH,3250,006,LEC,Design Workshop,"Piotrowski,Andrzej",FA,9401,Professor,9,12,3,6,,,,,,,3
1189,Fall 2018,UMNTC,ARCH,3250,002,LEC,Design Workshop,"Marx,Aaron Lee",FA,9403A,Adjunct Assistant Professor,15,15,9,5,,,,,,1,
1189,Fall 2018,UMNTC,ARCH,3281,001,LAB,Arch Studio I,"Winden,Daniel Gerhardt",FA,9404A,Adjunct Instructor,55,56,10,39,6,,,,,,1
1189,Fall 2018,UMNTC,ARCH,3281,001,LAB,Arch Studio I,"Ebbighausen,Nina",FA,9402A,Adjunct Associate Professor,55,56,10,39,6,,,,,,1
1189,Fall 2018,UMNTC,ARCH,3281,001,LAB,Arch Studio I,"Myhre,Katie",FA,9404A,Adjunct Instructor,55,56,10,39,6,,,,,,1
1189,Fall 2018,UMNTC,ARCH,3281,001,LAB,Arch Studio I,"Daley,Samuel Patrick",FA,9404A,Adjunct Instructor,55,56,10,39,6,,,,,,1
1189,Fall 2018,UMNTC,ARCH,3391,001,LEC,Design & Rep with BIM,"Delwiche,Benjamin Lee",FA,9403A,Adjunct Assistant Professor,40,42,32,3,4,1,,,,,2
1189,Fall 2018,UMNTC,ARCH,3411W,001,LEC,Architectural History to 1750,"Ferguson,Robert P",AP,9770,Senior Lecturer,112,122,41,59,9,,,,,3,10
1189,Fall 2018,UMNTC,ARCH,3511,001,LEC,Material Transformations,"Brownell,Blaine Erickson",FA,9402,Associate Professor,71,72,21,36,11,1,,,,2,1
1189,Fall 2018,UMNTC,ARCH,3611,001,LEC,Design in the Digital Age,"Rader,Phillip",FA,9404A,Adjunct Instructor,79,88,51,24,3,,,,,1,9
1189,Fall 2018,UMNTC,ARCH,3711W,001,LEC,Env Design Soc-Cltrl Cntxt,"Wheeler,James Anthony",AP,9753,Lecturer,113,113,51,46,11,4,,,,1,
1189,Fall 2018,UMNTC,ARCH,3711W,006,DIS,Env Design Soc-Cltrl Cntxt,"Wheeler,James Anthony",AP,9753,Lecturer,25,25,21,1,3,,,,,,
1189,Fall 2018,UMNTC,ARCH,4283,001,LAB,Arch Studio III,"Byers,Matthew",FA,9403A,Adjunct Assistant Professor,39,39,11,26,2,,,,,,
1189,Fall 2018,UMNTC,ARCH,4283,001,LAB,Arch Studio III,"Blaisdell,Andrew Thomas",FA,9404A,Adjunct Instructor,39,39,11,26,2,,,,,,
1189,Fall 2018,UMNTC,ARCH,4283,001,LAB,Arch Studio III,"Newsom,Jennifer",FA,9403,Assistant Professor,39,39,11,26,2,,,,,,
1189,Fall 2018,UMNTC,ARCH,4321,001,LEC,Arch in Watercolor,"Fogg,Monica",AP,9753I,Lecturer,11,12,8,3,,,,,,,1
1189,Fall 2018,UMNTC,ARCH,4341,001,LAB,Architecture Portfolio Design,"McQuade,Martha Wilha",FA,9403A,Adjunct Assistant Professor,25,25,6,16,3,,,,,,
1189,Fall 2018,UMNTC,ARCH,4410,001,LEC,Topics in Arch History,"Hsieh,Lisa L.",FA,9403,Assistant Professor,21,22,8,11,2,,,,,,1
1189,Fall 2018,UMNTC,ARCH,4511,001,LEC,Materials and Methods I,"Handeen,Dan",AP,9742R5,Researcher 5,70,73,40,22,6,2,,,,,3
1189,Fall 2018,UMNTC,ARCH,4521,001,LEC,Environmental Technology I,"Smith,Patrick Ashley",AP,9742R5,Researcher 5,40,40,25,14,1,,,,,,
1189,Fall 2018,UMNTC,ARCH,4571,002,LEC,Architectural Structures I,"O'Neill,Cullen",FA,9404A,Adjunct Instructor,45,47,17,23,5,,,,,,2
1189,Fall 2018,UMNTC,ARCH,4571,002,LEC,Architectural Structures I,"Cronin,Meghan M",FA,9404A,Adjunct Instructor,45,47,17,23,5,,,,,,2
1189,Fall 2018,UMNTC,ARCH,5212,001,LAB,Undergrad Arch Studio 05,"Dimond,David Hollenb",FA,9403A,Adjunct Assistant Professor,16,17,6,10,,,,,,,1
1189,Fall 2018,UMNTC,ARCH,5212,001,LAB,Undergrad Arch Studio 05,"Bergert,Doug",FA,9403A,Adjunct Assistant Professor,16,17,6,10,,,,,,,1
1189,Fall 2018,UMNTC,ARCH,5212,002,LAB,Undergrad Arch Studio 05,"DeVeau,Daniel Lee",FA,9404A,Adjunct Instructor,13,13,10,3,,,,,,,
1189,Fall 2018,UMNTC,ARCH,5212,002,LAB,Undergrad Arch Studio 05,"Mandyck,Jeffrey K",FA,9403A,Adjunct Assistant Professor,13,13,10,3,,,,,,,
1189,Fall 2018,UMNTC,ARCH,5321,001,LEC,Arch in Watercolor,"Fogg,Monica",AP,9753I,Lecturer,10,10,8,2,,,,,,,
1189,Fall 2018,UMNTC,ARCH,5392,001,LEC,Digital Documentation: Facades,"Terzich,Alex",FA,9403A,Adjunct Assistant Professor,17,17,12,5,,,,,,,
1189,Fall 2018,UMNTC,ARCH,5412,001,LEC,Arch: Global and Cultural Hist,"Sandler,Daniela",FA,9403,Assistant Professor,22,22,14,7,,,,,,1,
1189,Fall 2018,UMNTC,ARCH,5562,001,LEC,"Tech 2, Intro to Bldg Tech","Mans,Jacob",FA,9403,Assistant Professor,14,14,5,8,1,,,,,,
1189,Fall 2018,UMNTC,ARCH,5563,001,LEC,Tech 3: Advanced Bldg Tech,"Mans,Jacob",FA,9403,Assistant Professor,43,43,25,18,,,,,,,
1189,Fall 2018,UMNTC,ARCH,5564,001,LEC,Tech 4 Bldg Structural Systems,"Hopeman,Ryan C",FA,9403A,Adjunct Assistant Professor,46,46,24,18,4,,,,,,
1189,Fall 2018,UMNTC,ARCH,5609,001,DIS,Development of Research,"Robinson,Julia Williams",FA,9401,Professor,14,14,4,10,,,,,,,
1189,Fall 2018,UMNTC,ARCH,5621,001,LEC,Pro Pract Arch,"Cheng,Renee",FA,9401,Professor,46,46,20,25,1,,,,,,
1189,Fall 2018,UMNTC,ARCH,5621,001,LEC,Pro Pract Arch,"Malmberg,Catherine",FA,9404A,Adjunct Instructor,46,46,20,25,1,,,,,,
1189,Fall 2018,UMNTC,ARCH,8251,001,LEC,Grad Arch Dsgn I,"Lindt,Gayla Jean",AP,9753,Lecturer,14,14,6,6,2,,,,,,
1189,Fall 2018,UMNTC,ARCH,8251,001,LEC,Grad Arch Dsgn I,"Wingate,Christopher Robert",FA,9404A,Adjunct Instructor,14,14,6,6,2,,,,,,
1189,Fall 2018,UMNTC,ARCH,8253,001,LEC,Grad Arch Dsgn III,"Jara,Cynthia",FA,9402,Associate Professor,44,44,21,23,,,,,,,
1189,Fall 2018,UMNTC,ARCH,8253,001,LEC,Grad Arch Dsgn III,"Ganser,Robert Jon",FA,9402A,Adjunct Associate Professor,44,44,21,23,,,,,,,
1189,Fall 2018,UMNTC,ARCH,8253,001,LEC,Grad Arch Dsgn III,"Du,Shida",FA,9404A,Adjunct Instructor,44,44,21,23,,,,,,,
1189,Fall 2018,UMNTC,ARCH,8253,001,LEC,Grad Arch Dsgn III,"Amosson,Aaron",FA,9403A,Adjunct Assistant Professor,44,44,21,23,,,,,,,
1189,Fall 2018,UMNTC,ARCH,8255,003,LAB,Grad Arch Dsgn V,"Lutsky,Karen O",FA,9403,Assistant Professor,12,12,5,7,,,,,,,
1189,Fall 2018,UMNTC,ARCH,8255,003,LAB,Grad Arch Dsgn V,"Swackhamer,Marc T",FA,9361,Head (With Faculty Rank),12,12,5,7,,,,,,,
1189,Fall 2018,UMNTC,ARCH,8255,003,LAB,Grad Arch Dsgn V,"Brownell,Blaine Erickson",FA,9402,Associate Professor,12,12,5,7,,,,,,,
1189,Fall 2018,UMNTC,ARCH,8255,002,LAB,Grad Arch Dsgn V,"Misakyan,Vahan",FA,9403,Assistant Professor,11,11,7,4,,,,,,,
1189,Fall 2018,UMNTC,ARCH,8350,001,LEC,Adv Topics in Rep,"Misakyan,Vahan",FA,9403,Assistant Professor,16,16,8,8,,,,,,,
1189,Fall 2018,UMNTC,ARCH,8567,001,LEC,Site/Water Sustainable Design,"Macdonagh,L Peter",,,,15,16,12,3,,,,,,,1
1189,Fall 2018,UMNTC,ARCH,8567,001,LEC,Site/Water Sustainable Design,"Strong,Richard B.",AP,9770I,Senior Lecturer,15,16,12,3,,,,,,,1
1189,Fall 2018,UMNTC,ARTH,1004W,001,LEC,Introduction to Asian Art,"Seastrand,Anna L",FA,9403,Assistant Professor,61,68,23,16,9,,10,,1,2,7
1189,Fall 2018,UMNTC,ARTH,1912,001,DIS,Truth and Lies,"Seastrand,Anna L",FA,9403,Assistant Professor,18,18,15,3,,,,,,,
